target_id	length	eff_length	est_counts	tpm
lcl|AM181176.4_cds_CAY47877.1_1589	834	634.61	56	5.07979
lcl|AM181176.4_cds_CAY47878.1_1590	1503	1303.61	96	4.23924
lcl|AM181176.4_cds_CAY47879.1_1591	933	733.61	186	14.5953
lcl|AM181176.4_cds_CAY47880.1_1592	765	565.63	370	37.656
lcl|AM181176.4_cds_CAY47881.1_1593	888	688.61	924	77.2438
lcl|AM181176.4_cds_CAY47882.1_1594	948	748.61	474	36.4492
lcl|AM181176.4_cds_CAY47883.1_1595	858	658.61	317	27.7074
lcl|AM181176.4_cds_CAY47884.1_1596	957	757.61	567	43.0826
lcl|AM181176.4_cds_CAY47885.1_1597	972	772.61	508	37.8502
lcl|AM181176.4_cds_CAY47886.1_1598	1515	1315.61	3694	161.635
lcl|AM181176.4_cds_CAY47887.1_1599	741	541.63	1370	145.607
lcl|AM181176.4_cds_CAY47888.1_1600	672	472.664	1620	197.3
lcl|AM181176.4_cds_CAY47889.1_1601	699	499.664	1666	191.938
lcl|AM181176.4_cds_CAY47890.1_1602	1332	1132.61	1297	65.9211
lcl|AM181176.4_cds_CAY47891.1_1603	1077	877.61	566	37.1261
lcl|AM181176.4_cds_CAY47892.1_1604	2655	2455.61	14284	334.854
lcl|AM181176.4_cds_CAY47893.1_1605	1086	886.61	3049	197.966
lcl|AM181176.4_cds_CAY47894.1_1606	1095	895.61	2770	178.043
lcl|AM181176.4_cds_CAY47895.1_1607	1113	913.61	2287	144.102
lcl|AM181176.4_cds_CAY47896.1_1608	2247	2047.61	3441	96.7392
lcl|AM181176.4_cds_CAY47897.1_1609	690	490.664	2859	335.425
lcl|AM181176.4_cds_CAY47898.1_1610	1692	1492.61	98262	3789.69
lcl|AM181176.4_cds_CAY47899.1_1611	285	107.65	180	96.2547
lcl|AM181176.4_cds_CAY47900.1_1612	297	116.985	854	420.234
lcl|AM181176.4_cds_CAY47901.1_1613	240	75.6195	659	501.668
lcl|AM181176.4_cds_CAY47902.1_1614	1179	979.61	883	51.8887
lcl|AM181176.4_cds_CAY47903.1_1615	807	607.61	1932	183.041
lcl|AM181176.4_cds_CAY47904.1_1616	1224	1024.61	3980	223.609
lcl|AM181176.4_cds_CAY47905.1_1617	1269	1069.61	1124	60.4931
lcl|AM181176.4_cds_CAY47906.1_1618	1035	835.61	3652	251.589
lcl|AM181176.4_cds_CAY47907.1_1619	1128	928.61	3218	199.488
lcl|AM181176.4_cds_CAY47908.1_1620	1131	931.61	2750	169.927
lcl|AM181176.4_cds_CAY47909.1_1621	1218	1018.61	2591	146.428
lcl|AM181176.4_cds_1622	588	389.024	1915	283.372
lcl|AM181176.4_cds_CAY47911.1_1623	1032	832.61	1718	118.781
lcl|AM181176.4_cds_CAY47912.1_1624	1083	883.61	2430	158.311
lcl|AM181176.4_cds_CAY47913.1_1625	762	562.63	1828	187.033
lcl|AM181176.4_cds_CAY47914.1_1626	666	466.664	1318	162.583
lcl|AM181176.4_cds_CAY47915.1_1627	1017	817.61	1847	130.043
lcl|AM181176.4_cds_CAY47916.1_1628	1179	979.61	2402	141.151
lcl|AM181176.4_cds_CAY47917.1_1629	1995	1795.61	3340	107.078
lcl|AM181176.4_cds_CAY47918.1_1630	351	162.111	175	62.1427
lcl|AM181176.4_cds_CAY47919.1_1631	579	380.152	281	42.5514
lcl|AM181176.4_cds_CAY47920.1_1632	669	469.664	70	8.57977
lcl|AM181176.4_cds_CAY47921.1_1633	849	649.61	128	11.3429
lcl|AM181176.4_cds_CAY47922.1_1634	168	35.9388	75	120.133
lcl|AM181176.4_cds_CAY47923.1_1635	1365	1165.61	43	2.12364
lcl|AM181176.4_cds_CAY47924.1_1636	1695	1495.61	112	4.31087
lcl|AM181176.4_cds_CAY47925.1_1637	2052	1852.61	79	2.45475
lcl|AM181176.4_cds_CAY47926.1_1638	552	353.43	41	6.67798
lcl|AM181176.4_cds_CAY47927.1_1639	2652	2452.61	292	6.85361
lcl|AM181176.4_cds_CAY47928.1_1640	699	499.664	149	17.1662
lcl|AM181176.4_cds_CAY47929.1_1641	1038	838.61	224	15.3763
lcl|AM181176.4_cds_CAY47930.1_1642	279	103.13	269	150.152
lcl|AM181176.4_cds_CAY47931.1_1643	762	562.63	520	53.2041
lcl|AM181176.4_cds_CAY47932.1_1644	798	598.63	172	16.54
lcl|AM181176.4_cds_CAY47933.1_1645	363	172.711	22	7.33278
lcl|AM181176.4_cds_CAY47934.1_1646	4719	4519.61	120.055	1.52913
lcl|AM181176.4_cds_CAY47935.1_1647	1482	1282.61	4571	205.155
lcl|AM181176.4_cds_CAY47936.1_1648	807	607.61	504	47.7497
lcl|AM181176.4_cds_CAY47937.1_1649	1422	1222.61	647	30.4636
lcl|AM181176.4_cds_CAY47938.1_1650	435	239.009	184	44.3167
lcl|AM181176.4_cds_CAY47939.1_1651	390	197.05	1259	367.802
lcl|AM181176.4_cds_CAY47940.1_1652	1731	1531.61	512	19.2436
lcl|AM181176.4_cds_CAY47941.1_1653	726	526.63	109	11.9148
lcl|AM181176.4_cds_CAY47942.1_1654	927	727.61	86	6.80401
lcl|AM181176.4_cds_CAY47943.1_1655	987	787.61	199	14.5448
lcl|AM181176.4_cds_CAY47944.1_1656	474	276.733	243	50.5487
lcl|AM181176.4_cds_CAY47945.1_1657	2511	2311.61	988	24.6041
lcl|AM181176.4_cds_CAY47946.1_1658	684	484.664	397	47.1536
lcl|AM181176.4_cds_CAY47947.1_1659	606	406.865	556	78.6663
lcl|AM181176.4_cds_CAY47948.1_1660	306	124.275	307	142.206
lcl|AM181176.4_cds_CAY47949.1_1661	966	766.61	1203	90.335
lcl|AM181176.4_cds_CAY47950.1_1662	252	83.6626	13444	9250.43
lcl|AM181176.4_cds_CAY47951.1_1663	348	159.499	577	208.249
lcl|AM181176.4_cds_CAY47952.1_1664	1098	898.61	3303	211.593
lcl|AM181176.4_cds_CAY47953.1_1665	435	239.009	182	43.835
lcl|AM181176.4_cds_CAY47954.1_1666	387	194.311	125	37.0321
lcl|AM181176.4_cds_CAY47955.1_1667	963	763.61	391	29.4761
lcl|AM181176.4_cds_CAY47956.1_1668	906	706.61	208	16.9453
lcl|AM181176.4_cds_CAY47957.1_1669	501	303.258	96	18.2232
lcl|AM181176.4_cds_CAY47958.1_1670	975	775.61	2046	151.854
lcl|AM181176.4_cds_CAY47959.1_1671	483	285.536	141	28.4264
lcl|AM181176.4_cds_CAY47960.1_1672	462	265.077	111	24.1054
lcl|AM181176.4_cds_CAY47961.1_1673	1134	934.61	414	25.4997
lcl|AM181176.4_cds_CAY47962.1_1674	573	374.202	11501	1769.27
lcl|AM181176.4_cds_CAY47963.1_1675	1017	817.61	123	8.66012
lcl|AM181176.4_cds_CAY47964.1_1676	420	224.87	46	11.7758
lcl|AM181176.4_cds_CAY47965.1_1677	453	256.436	148	33.2237
lcl|AM181176.4_cds_CAY47966.1_1678	951	751.61	162	12.4076
lcl|AM181176.4_cds_CAY47967.1_1679	750	550.63	58	6.06363
lcl|AM181176.4_cds_CAY47968.1_1680	855	655.61	132	11.5903
lcl|AM181176.4_cds_CAY47969.1_1681	288	109.903	5	2.61894
lcl|AM181176.4_cds_CAY47970.1_1682	1230	1030.61	221	12.3442
lcl|AM181176.4_cds_CAY47971.1_1683	1347	1147.61	733	36.7684
lcl|AM181176.4_cds_CAY47972.1_1684	756	556.63	357	36.9204
lcl|AM181176.4_cds_CAY47973.1_1685	792	592.63	84	8.15944
lcl|AM181176.4_cds_CAY47974.1_1686	1674	1474.61	11609	453.192
lcl|AM181176.4_cds_CAY47975.1_1687	768	568.63	35	3.54326
lcl|AM181176.4_cds_CAY47976.1_1688	657	457.679	191	24.0235
lcl|AM181176.4_cds_CAY47977.1_1689	888	688.61	3233	270.27
lcl|AM181176.4_cds_CAY47978.1_1690	1212	1012.61	2567	145.931
lcl|AM181176.4_cds_CAY47979.1_1691	393	199.854	695	200.187
lcl|AM181176.4_cds_CAY47980.1_1692	933	733.61	6.71811e-05	5.27165e-06
lcl|AM181176.4_cds_CAY47981.1_1693	486	288.517	193	38.508
lcl|AM181176.4_cds_CAY47982.1_1694	480	282.584	78	15.8896
lcl|AM181176.4_cds_CAY47983.1_1695	2349	2149.61	333	8.91763
lcl|AM181176.4_cds_CAY47984.1_1696	891	691.61	1019	84.816
lcl|AM181176.4_cds_CAY47985.1_1697	483	285.536	378	76.2071
lcl|AM181176.4_cds_CAY47986.1_1698	3648	3448.61	420	7.01084
lcl|AM181176.4_cds_CAY47987.1_1699	627	427.782	33	4.44075
lcl|AM181176.4_cds_CAY47988.1_1700	402	208.167	43	11.8911
lcl|AM181176.4_cds_CAY47989.1_1701	1332	1132.61	534	27.141
lcl|AM181176.4_cds_CAY47990.1_1702	1164	964.61	60	3.58067
lcl|AM181176.4_cds_CAY47991.1_1703	342	154.262	373	139.192
lcl|AM181176.4_cds_CAY47992.1_1704	384	191.607	525	157.729
lcl|AM181176.4_cds_CAY47993.1_1705	315	131.532	649	284.038
lcl|AM181176.4_cds_CAY47994.1_1706	1209	1009.61	179	10.2062
lcl|AM181176.4_cds_CAY47995.1_1707	1737	1537.61	730	27.3301
lcl|AM181176.4_cds_CAY47996.1_1708	237	73.5794	71	55.5478
lcl|AM181176.4_cds_CAY47997.1_1709	333	146.647	240	94.2113
lcl|AM181176.4_cds_CAY47998.1_1710	891	691.61	523	43.5317
lcl|AM181176.4_cds_CAY47999.1_1711	222	64.4917	1821	1625.44
lcl|AM181176.4_cds_CAY48000.1_1712	603	403.906	222	31.6401
lcl|AM181176.4_cds_CAY48001.1_1713	540	341.488	739	124.576
lcl|AM181176.4_cds_CAY48002.1_1714	1227	1027.61	1032	57.8118
lcl|AM181176.4_cds_CAY48003.1_1715	330	144.086	85	33.9597
lcl|AM181176.4_cds_CAY48004.1_1716	1578	1378.61	314	13.1115
lcl|AM181176.4_cds_CAY48005.1_1717	636	436.753	1398	184.262
lcl|AM181176.4_cds_CAY48006.1_1718	669	469.664	599	73.4183
lcl|AM181176.4_cds_CAY48007.1_1719	756	556.63	647	66.9118
lcl|AM181176.4_cds_CAY48008.1_1720	177	40.0607	44	63.2265
lcl|AM181176.4_cds_CAY48009.1_1721	456	259.315	381	84.579
lcl|AM181176.4_cds_CAY48010.1_1722	1989	1789.61	2219	71.3779
lcl|AM181176.4_cds_CAY48011.1_1723	537	338.533	397	67.5078
lcl|AM181176.4_cds_CAY48012.1_1724	474	276.733	394	81.9595
lcl|AM181176.4_cds_CAY48013.1_1725	1188	988.61	923	53.7454
lcl|AM181176.4_cds_CAY48014.1_1726	396	202.6	446	126.724
lcl|AM181176.4_cds_CAY48015.1_1727	291	112.242	102	52.3132
lcl|AM181176.4_cds_CAY48016.1_1728	1521	1321.61	1126	49.0456
lcl|AM181176.4_cds_CAY48017.1_1729	873	673.61	580	49.5661
lcl|AM181176.4_cds_CAY48018.1_1730	2070	1870.61	1360	41.8524
lcl|AM181176.4_cds_CAY48019.1_1731	342	154.262	264	98.5164
lcl|AM181176.4_cds_CAY48020.1_1732	1272	1072.61	1484	79.6447
lcl|AM181176.4_cds_CAY48021.1_1733	861	661.61	1334	116.07
lcl|AM181176.4_cds_CAY48022.1_1734	1434	1234.61	3004	140.067
lcl|AM181176.4_cds_1735	303	121.886	72	34.005
lcl|AM181176.4_cds_CAY48024.1_1736	834	634.61	17	1.54208
lcl|AM181176.4_cds_CAY48025.1_1737	1002	802.61	6	0.43034
lcl|AM181176.4_cds_CAY48026.1_1738	783	583.63	4	0.394537
lcl|AM181176.4_cds_CAY48027.1_1739	705	505.647	14	1.59384
lcl|AM181176.4_cds_CAY48028.1_1740	450	253.53	4	0.908229
lcl|AM181176.4_cds_CAY48029.1_1741	591	391.972	6	0.881173
lcl|AM181176.4_cds_CAY48030.1_1742	1077	877.61	20	1.31188
lcl|AM181176.4_cds_CAY48031.1_1743	843	643.61	21	1.87829
lcl|AM181176.4_cds_CAY48032.1_1744	801	601.63	10	0.956831
lcl|AM181176.4_cds_CAY48033.1_1745	723	523.63	14	1.53911
lcl|AM181176.4_cds_CAY48034.1_1746	1146	946.61	109	6.62858
lcl|AM181176.4_cds_CAY48035.1_1747	573	374.202	132	20.3064
lcl|AM181176.4_cds_CAY48036.1_1748	750	550.63	116	12.1273
lcl|AM181176.4_cds_CAY48037.1_1749	894	694.61	143	11.8511
lcl|AM181176.4_cds_CAY48038.1_1750	174	38.6103	21	31.3098
lcl|AM181176.4_cds_CAY48039.1_1751	405	210.946	49	13.3718
lcl|AM181176.4_cds_CAY48040.1_1752	1533	1333.61	154	6.64748
lcl|AM181176.4_cds_CAY48041.1_1753	1197	997.61	260	15.003
lcl|AM181176.4_cds_CAY48042.1_1754	615	415.824	199	27.5491
lcl|AM181176.4_cds_CAY48043.1_1755	1005	805.61	704	50.3052
lcl|AM181176.4_cds_CAY48044.1_1756	825	625.61	181	16.6548
lcl|AM181176.4_cds_CAY48045.1_1757	876	676.61	16	1.36128
lcl|AM181176.4_cds_CAY48046.1_1758	1416	1216.61	60	2.839
lcl|AM181176.4_cds_CAY48047.1_1759	1281	1081.61	58	3.0869
lcl|AM181176.4_cds_CAY48048.1_1760	891	691.61	54	4.49467
lcl|AM181176.4_cds_CAY48049.1_1761	783	583.63	53	5.22761
lcl|AM181176.4_cds_CAY48050.1_1762	1776	1576.61	94	3.43217
lcl|AM181176.4_cds_CAY48051.1_1763	441	244.806	21	4.93813
lcl|AM181176.4_cds_CAY48052.1_1764	606	406.865	419	59.2827
lcl|AM181176.4_cds_CAY48053.1_1765	915	715.61	157	12.6296
lcl|AM181176.4_cds_CAY48054.1_1766	432	236.153	23	5.60659
lcl|AM181176.4_cds_CAY48055.1_1767	789	589.63	441	43.055
lcl|AM181176.4_cds_CAY48056.1_1768	1299	1099.61	788	41.2527
lcl|AM181176.4_cds_CAY48057.1_1769	369	178.135	70	22.6211
lcl|AM181176.4_cds_CAY48058.1_1770	1587	1387.61	451	18.71
lcl|AM181176.4_cds_CAY48059.1_1771	852	652.61	68	5.99819
lcl|AM181176.4_cds_CAY48060.1_1772	312	129.161	494	220.171
lcl|AM181176.4_cds_CAY48061.1_1773	1659	1459.61	612	24.1368
lcl|AM181176.4_cds_CAY48062.1_1774	1290	1090.61	13940	735.797
lcl|AM181176.4_cds_CAY48063.1_1775	375	183.513	6975	2187.97
lcl|AM181176.4_cds_CAY48064.1_1776	369	178.135	3775	1219.92
lcl|AM181176.4_cds_CAY48065.1_1777	1773	1573.61	23324	853.239
lcl|AM181176.4_cds_CAY48066.1_1778	705	505.647	9839	1120.13
lcl|AM181176.4_cds_CAY48067.1_1779	2832	2632.61	37210	813.651
lcl|AM181176.4_cds_CAY48068.1_1780	1227	1027.61	13843	775.473
lcl|AM181176.4_cds_CAY48069.1_1781	1437	1237.61	23803	1107.17
lcl|AM181176.4_cds_CAY48070.1_1782	1167	967.61	30746	1829.17
lcl|AM181176.4_cds_CAY48071.1_1783	882	682.61	22326	1882.8
lcl|AM181176.4_cds_CAY48072.1_1784	1314	1114.61	1005	51.9049
lcl|AM181176.4_cds_CAY48073.1_1785	738	538.63	69	7.37434
lcl|AM181176.4_cds_CAY48074.1_1786	252	83.6626	1438	989.446
lcl|AM181176.4_cds_CAY48075.1_1787	477	279.64	34	6.99913
lcl|AM181176.4_cds_CAY48076.1_1788	453	256.436	15	3.36726
lcl|AM181176.4_cds_CAY48077.1_1789	1911	1711.61	43901	1476.5
lcl|AM181176.4_cds_CAY48078.1_1790	732	532.63	2275	245.879
lcl|AM181176.4_cds_CAY48079.1_1791	867	667.61	218	18.7974
lcl|AM181176.4_cds_CAY48080.1_1792	417	222.111	145	37.5805
lcl|AM181176.4_cds_CAY48081.1_1793	1023	823.61	97	6.77977
lcl|AM181176.4_cds_CAY48082.1_1794	1221	1021.61	11551	650.878
lcl|AM181176.4_cds_CAY48083.1_1795	516	317.947	4619	836.292
lcl|AM181176.4_cds_CAY48084.1_1796	1902	1702.61	519	17.5476
lcl|AM181176.4_cds_CAY48085.1_1797	912	712.61	197	15.914
lcl|AM181176.4_cds_CAY48086.1_1798	2121	1921.61	1410	42.2395
lcl|AM181176.4_cds_CAY48087.1_1799	1026	826.61	1400	97.4972
lcl|AM181176.4_cds_CAY48088.1_1800	348	159.499	265	95.6431
lcl|AM181176.4_cds_CAY48089.1_1801	450	253.53	273	61.9866
lcl|AM181176.4_cds_CAY48090.1_1802	1650	1450.61	271	10.7543
lcl|AM181176.4_cds_CAY48091.1_1803	444	247.707	374	86.9158
lcl|AM181176.4_cds_CAY48092.1_1804	804	604.63	448	42.6534
lcl|AM181176.4_cds_CAY48093.1_1805	855	655.61	164	14.4
lcl|AM181176.4_cds_CAY48094.1_1806	819	619.61	489	45.4313
lcl|AM181176.4_cds_CAY48095.1_1807	1062	862.61	143	9.54304
lcl|AM181176.4_cds_CAY48096.1_1808	1041	841.61	180	12.3119
lcl|AM181176.4_cds_CAY48097.1_1809	720	520.63	222	24.5464
lcl|AM181176.4_cds_CAY48098.1_1810	699	499.664	951	109.564
lcl|AM181176.4_cds_CAY48099.1_1811	1008	808.61	130	9.25485
lcl|AM181176.4_cds_CAY48100.1_1812	762	562.63	56	5.72968
lcl|AM181176.4_cds_CAY48101.1_1813	1413	1213.61	126	5.97663
lcl|AM181176.4_cds_CAY48102.1_1814	1968	1768.61	211	6.86776
lcl|AM181176.4_cds_CAY48103.1_1815	813	613.61	317	29.7394
lcl|AM181176.4_cds_CAY48104.1_1816	771	571.63	686	69.0834
lcl|AM181176.4_cds_CAY48105.1_1817	1737	1537.61	181	6.77637
lcl|AM181176.4_cds_CAY48106.1_1818	1740	1540.61	1828	68.3044
lcl|AM181176.4_cds_CAY48107.1_1819	501	303.258	32	6.07438
lcl|AM181176.4_cds_CAY48108.1_1820	627	427.782	163	21.9346
lcl|AM181176.4_cds_CAY48109.1_1821	984	784.61	142	10.4184
lcl|AM181176.4_cds_CAY48110.1_1822	408	213.73	684	184.228
lcl|AM181176.4_cds_CAY48111.1_1823	2454	2254.61	1023	26.1198
lcl|AM181176.4_cds_CAY48112.1_1824	660	460.679	47	5.87305
lcl|AM181176.4_cds_CAY48113.1_1825	618	418.824	302	41.5088
lcl|AM181176.4_cds_CAY48114.1_1826	933	733.61	799	62.697
lcl|AM181176.4_cds_CAY48115.1_1827	780	580.63	486	48.1839
lcl|AM181176.4_cds_CAY48116.1_1828	540	341.488	207	34.8947
lcl|AM181176.4_cds_CAY48117.1_1829	1200	1000.61	74	4.25728
lcl|AM181176.4_cds_CAY48118.1_1830	312	129.161	123	54.82
lcl|AM181176.4_cds_CAY48119.1_1831	1149	949.61	172	10.4267
lcl|AM181176.4_cds_CAY48120.1_1832	1869	1669.61	426	14.6879
lcl|AM181176.4_cds_CAY48121.1_1833	315	131.532	258	112.915
lcl|AM181176.4_cds_CAY48122.1_1834	966	766.61	423	31.7637
lcl|AM181176.4_cds_CAY48123.1_1835	921	721.61	2995	238.924
lcl|AM181176.4_cds_CAY48124.1_1836	1314	1114.61	567	29.2836
lcl|AM181176.4_cds_CAY48125.1_1837	1581	1381.61	884	36.8325
lcl|AM181176.4_cds_CAY48126.1_1838	1035	835.61	1140	78.5355
lcl|AM181176.4_cds_CAY48127.1_1839	1059	859.61	1043	69.847
lcl|AM181176.4_cds_CAY48128.1_1840	849	649.61	639	56.6256
lcl|AM181176.4_cds_CAY48129.1_1841	2616	2416.61	2126	50.6433
lcl|AM181176.4_cds_CAY48130.1_1842	333	146.647	135	52.9939
lcl|AM181176.4_cds_CAY48131.1_1843	1041	841.61	429	29.3435
lcl|AM181176.4_cds_CAY48132.1_1844	264	92.166	167	104.306
lcl|AM181176.4_cds_CAY48133.1_1845	1581	1381.61	176	7.33318
lcl|AM181176.4_cds_CAY48134.1_1846	750	550.63	107	11.1864
lcl|AM181176.4_cds_CAY48135.1_1847	381	188.913	842	256.576
lcl|AM181176.4_cds_CAY48136.1_1848	1290	1090.61	531	28.0279
lcl|AM181176.4_cds_CAY48137.1_1849	1398	1198.61	370	17.7701
lcl|AM181176.4_cds_CAY48138.1_1850	507	309.115	220	40.9702
lcl|AM181176.4_cds_CAY48139.1_1851	321	136.508	145	61.1471
lcl|AM181176.4_cds_CAY48140.1_1852	1212	1012.61	567	32.2334
lcl|AM181176.4_cds_CAY48141.1_1853	993	793.61	970	70.3606
lcl|AM181176.4_cds_CAY48142.1_1854	897	697.61	351	28.9641
lcl|AM181176.4_cds_CAY48143.1_1855	1170	970.61	726	43.0583
lcl|AM181176.4_cds_CAY48144.1_1856	609	409.852	267	37.5016
lcl|AM181176.4_cds_CAY48145.1_1857	1428	1228.61	428	20.0537
lcl|AM181176.4_cds_CAY48146.1_1858	1008	808.61	204	14.523
lcl|AM181176.4_cds_CAY48147.1_1859	552	353.43	293	47.7231
lcl|AM181176.4_cds_CAY48148.1_1860	1284	1084.61	430	22.8223
lcl|AM181176.4_cds_CAY48149.1_1861	354	164.73	41	14.3277
lcl|AM181176.4_cds_CAY48150.1_1862	267	94.2513	36	21.9877
lcl|AM181176.4_cds_CAY48151.1_1863	324	139.038	33	13.6629
lcl|AM181176.4_cds_CAY48152.1_1864	366	175.385	35	11.4879
lcl|AM181176.4_cds_CAY48153.1_1865	1347	1147.61	218	10.9352
lcl|AM181176.4_cds_CAY48154.1_1866	324	139.038	231	95.6406
lcl|AM181176.4_cds_CAY48155.1_1867	336	149.192	54	20.836
lcl|AM181176.4_cds_CAY48156.1_1868	1548	1348.61	1566	66.8452
lcl|AM181176.4_cds_CAY48157.1_1869	1149	949.61	996	60.378
lcl|AM181176.4_cds_CAY48158.1_1870	1257	1057.61	439	23.8948
lcl|AM181176.4_cds_CAY48159.1_1871	3894	3694.61	980	15.2694
lcl|AM181176.4_cds_CAY48160.1_1872	1725	1525.61	332	12.5274
lcl|AM181176.4_cds_CAY48161.1_1873	285	107.65	78	41.7104
lcl|AM181176.4_cds_CAY48162.1_1874	1053	853.61	213	14.3643
lcl|AM181176.4_cds_CAY48163.1_1875	243	77.6591	31	22.9792
lcl|AM181176.4_cds_CAY48164.1_1876	366	175.385	79	25.9298
lcl|AM181176.4_cds_CAY48165.1_1877	1557	1357.61	243	10.3038
lcl|AM181176.4_cds_CAY48166.1_1878	309	126.725	17	7.72241
lcl|AM181176.4_cds_CAY48167.1_1879	1383	1183.61	65	3.16133
lcl|AM181176.4_cds_CAY48168.1_1880	957	757.61	54	4.10311
lcl|AM181176.4_cds_CAY48169.1_1881	255	85.7288	237	159.143
lcl|AM181176.4_cds_CAY48170.1_1882	192	47.4612	321	389.342
lcl|AM181176.4_cds_1883	273	98.71	376	219.276
lcl|AM181176.4_cds_CAY48172.1_1884	2751	2551.61	205	4.62492
lcl|AM181176.4_cds_CAY48173.1_1885	417	222.111	15	3.88764
lcl|AM181176.4_cds_CAY48174.1_1886	1518	1318.61	41	1.78992
lcl|AM181176.4_cds_CAY48175.1_1887	813	613.61	19	1.78249
lcl|AM181176.4_cds_CAY48176.1_1888	651	451.679	15	1.91173
lcl|AM181176.4_cds_CAY48177.1_1889	414	219.312	13	3.41229
lcl|AM181176.4_cds_CAY48178.1_1890	372	180.802	6	1.91035
lcl|AM181176.4_cds_CAY48179.1_1891	240	75.6195	0	0
lcl|AM181176.4_cds_CAY48180.1_1892	336	149.192	5	1.92926
lcl|AM181176.4_cds_1893	300	119.407	28	13.4987
lcl|AM181176.4_cds_CAY48182.1_1894	540	341.488	134	22.5889
lcl|AM181176.4_cds_CAY48183.1_1895	1497	1297.61	277	12.2885
lcl|AM181176.4_cds_CAY48184.1_1896	945	745.61	174	13.4339
lcl|AM181176.4_cds_CAY48185.1_1897	1005	805.61	88	6.28815
lcl|AM181176.4_cds_CAY48186.1_1898	681	481.664	621	74.2185
lcl|AM181176.4_cds_CAY48187.1_1899	1134	934.61	376	23.1591
lcl|AM181176.4_cds_CAY48188.1_1900	1164	964.61	72	4.29681
lcl|AM181176.4_cds_CAY48189.1_1901	363	172.711	12	3.9997
lcl|AM181176.4_cds_CAY48190.1_1902	933	733.61	45	3.53112
lcl|AM181176.4_cds_CAY48191.1_1903	915	715.61	334	26.868
lcl|AM181176.4_cds_CAY48192.1_1904	1017	817.61	32	2.25304
lcl|AM181176.4_cds_CAY48193.1_1905	1284	1084.61	40	2.12301
lcl|AM181176.4_cds_CAY48194.1_1906	768	568.63	38	3.84697
lcl|AM181176.4_cds_CAY48195.1_1907	981	781.61	28	2.06221
lcl|AM181176.4_cds_CAY48196.1_1908	942	742.61	55	4.26351
lcl|AM181176.4_cds_CAY48197.1_1909	1230	1030.61	78	4.35678
lcl|AM181176.4_cds_CAY48198.1_1910	780	580.63	54	5.35376
lcl|AM181176.4_cds_CAY48199.1_1911	1473	1273.61	37	1.67236
lcl|AM181176.4_cds_1912	702	502.647	60	6.87152
lcl|AM181176.4_cds_CAY48201.1_1913	780	580.63	634	62.8571
lcl|AM181176.4_cds_1914	1434	1234.61	373	17.3918
lcl|AM181176.4_cds_CAY48203.1_1915	729	529.63	91	9.89085
lcl|AM181176.4_cds_CAY48204.1_1916	2160	1960.61	84	2.46634
lcl|AM181176.4_cds_CAY48205.1_1917	507	309.115	10	1.86228
lcl|AM181176.4_cds_CAY48206.1_1918	549	350.442	37	6.07785
lcl|AM181176.4_cds_CAY48207.1_1919	720	520.63	43	4.75449
lcl|AM181176.4_cds_CAY48208.1_1920	672	472.664	44	5.35877
lcl|AM181176.4_cds_1921	522	323.819	87	15.4662
lcl|AM181176.4_cds_1922	747	547.63	77	8.0941
lcl|AM181176.4_cds_CAY48211.1_1923	495	297.429	27	5.22571
lcl|AM181176.4_cds_CAY48212.1_1924	132	22.6215	22	55.9844
lcl|AM181176.4_cds_CAY48213.1_1925	585	386.075	37	5.51689
lcl|AM181176.4_cds_CAY48214.1_1926	1968	1768.61	85	2.76663
lcl|AM181176.4_cds_CAY48215.1_1927	471	273.816	16	3.36376
lcl|AM181176.4_cds_CAY48216.1_1928	519	320.883	7	1.25579
lcl|AM181176.4_cds_CAY48217.1_1929	756	556.63	28	2.89572
lcl|AM181176.4_cds_CAY48218.1_1930	1191	991.61	80	4.64423
lcl|AM181176.4_cds_CAY48219.1_1931	549	350.442	29	4.76372
lcl|AM181176.4_cds_CAY48220.1_1932	1587	1387.61	179	7.42592
lcl|AM181176.4_cds_CAY48221.1_1933	228	68.0494	15	12.6891
lcl|AM181176.4_cds_CAY48222.1_1934	843	643.61	68	6.08207
lcl|AM181176.4_cds_CAY48223.1_1935	231	69.877	12	9.8858
lcl|AM181176.4_cds_CAY48224.1_1936	756	556.63	88	9.10083
lcl|AM181176.4_cds_CAY48225.1_1937	654	454.679	42	5.31752
lcl|AM181176.4_cds_CAY48226.1_1938	1098	898.61	253	16.2074
lcl|AM181176.4_cds_CAY48227.1_1939	921	721.61	827	65.9733
lcl|AM181176.4_cds_CAY48228.1_1940	1194	994.61	729	42.1929
lcl|AM181176.4_cds_CAY48229.1_1941	990	790.61	820	59.7058
lcl|AM181176.4_cds_CAY48230.1_1942	300	119.407	214	103.169
lcl|AM181176.4_cds_CAY48231.1_1943	750	550.63	214	22.3727
lcl|AM181176.4_cds_CAY48232.1_1944	762	562.63	198	20.2585
lcl|AM181176.4_cds_CAY48233.1_1945	1359	1159.61	178	8.83635
lcl|AM181176.4_cds_CAY48234.1_1946	882	682.61	87	7.33688
lcl|AM181176.4_cds_CAY48235.1_1947	1359	1159.61	131	6.50316
lcl|AM181176.4_cds_CAY48236.1_1948	1005	805.61	620	44.3029
lcl|AM181176.4_cds_CAY48237.1_1949	918	718.61	382	30.601
lcl|AM181176.4_cds_CAY48238.1_1950	759	559.63	162	16.664
lcl|AM181176.4_cds_CAY48239.1_1951	246	79.681	15	10.8368
