target_id	length	eff_length	est_counts	tpm
lcl|AM181176.4_cds_CAY47595.1_1307	297	136.496	35	21.8179
lcl|AM181176.4_cds_CAY47596.1_1308	702	534.211	509	81.072
lcl|AM181176.4_cds_CAY47597.1_1309	768	600.211	526	74.5671
lcl|AM181176.4_cds_CAY47598.1_1310	1254	1086.21	885	69.3258
lcl|AM181176.4_cds_CAY47599.1_1311	924	756.211	569	64.0228
lcl|AM181176.4_cds_CAY47600.1_1312	1128	960.211	4468	395.924
lcl|AM181176.4_cds_CAY47601.1_1313	303	141.931	241	144.48
lcl|AM181176.4_cds_CAY47602.1_1314	2178	2010.21	584	24.7193
lcl|AM181176.4_cds_CAY47603.1_1315	2280	2112.21	188	7.57332
lcl|AM181176.4_cds_CAY47604.1_1316	366	201.022	28	11.8517
lcl|AM181176.4_cds_CAY47605.1_1317	1347	1179.21	39	2.81409
lcl|AM181176.4_cds_CAY47606.1_1318	2847	2679.21	5681	180.42
lcl|AM181176.4_cds_CAY47607.1_1319	363	198.159	100	42.9391
lcl|AM181176.4_cds_CAY47608.1_1320	1182	1014.21	80	6.71162
lcl|AM181176.4_cds_CAY47609.1_1321	471	303.787	12	3.36107
lcl|AM181176.4_cds_CAY47610.1_1322	867	699.211	84	10.222
lcl|AM181176.4_cds_CAY47611.1_1323	195	55.3588	105	161.387
lcl|AM181176.4_cds_CAY47612.1_1324	117	17.4026	1346	6581.06
lcl|AM181176.4_cds_CAY47613.1_1325	1476	1308.21	2049	133.269
lcl|AM181176.4_cds_CAY47614.1_1326	258	103.017	240	198.229
lcl|AM181176.4_cds_CAY47615.1_1327	843	675.211	301	37.9309
lcl|AM181176.4_cds_CAY47616.1_1328	1341	1173.21	84	6.09213
lcl|AM181176.4_cds_CAY47617.1_1329	858	690.211	81	9.98548
lcl|AM181176.4_cds_CAY47618.1_1330	783	615.211	56	7.74515
lcl|AM181176.4_cds_CAY47619.1_1331	1200	1032.21	98	8.07836
lcl|AM181176.4_cds_CAY47620.1_1332	705	537.211	92	14.5716
lcl|AM181176.4_cds_CAY47621.1_1333	567	399.32	64	13.6372
lcl|AM181176.4_cds_CAY47622.1_1334	1296	1128.21	192	14.4803
lcl|AM181176.4_cds_CAY47623.1_1335	1365	1197.21	174	12.3664
lcl|AM181176.4_cds_CAY47624.1_1336	792	624.211	156	21.2647
lcl|AM181176.4_cds_CAY47625.1_1337	399	232.937	101	36.8933
lcl|AM181176.4_cds_CAY47626.1_1338	954	786.211	158	17.0995
lcl|AM181176.4_cds_CAY47627.1_1339	1491	1323.21	134	8.61671
lcl|AM181176.4_cds_CAY47628.1_1340	1539	1371.21	57	3.53701
lcl|AM181176.4_cds_CAY47629.1_1341	1251	1083.21	45	3.5348
lcl|AM181176.4_cds_CAY47630.1_1342	1611	1443.21	547	32.2495
lcl|AM181176.4_cds_CAY47631.1_1343	1698	1530.21	1143	63.5566
lcl|AM181176.4_cds_CAY47632.1_1344	1458	1290.21	4336	285.953
lcl|AM181176.4_cds_CAY47633.1_1345	3162	2994.21	7790	221.371
lcl|AM181176.4_cds_CAY47634.1_1346	1146	978.211	3225	280.519
lcl|AM181176.4_cds_CAY47635.1_1347	633	465.27	643	117.59
lcl|AM181176.4_cds_CAY47636.1_1348	1371	1203.21	193	13.6484
lcl|AM181176.4_cds_CAY47637.1_1349	498	330.558	38	9.7814
lcl|AM181176.4_cds_CAY47638.1_1350	1476	1308.21	409	26.6018
lcl|AM181176.4_cds_CAY47639.1_1351	594	426.278	170	33.9329
lcl|AM181176.4_cds_CAY47640.1_1352	708	540.211	109	17.1684
lcl|AM181176.4_cds_CAY47641.1_1353	1056	888.211	760	72.8053
lcl|AM181176.4_cds_CAY47642.1_1354	1167	999.211	217	18.4786
lcl|AM181176.4_cds_CAY47643.1_1355	327	164.075	82	42.5244
lcl|AM181176.4_cds_CAY47644.1_1356	585	417.303	104	21.2054
lcl|AM181176.4_cds_CAY47645.1_1357	795	627.211	27	3.66282
lcl|AM181176.4_cds_CAY47646.1_1358	756	588.211	17	2.45913
lcl|AM181176.4_cds_CAY47647.1_1359	1074	906.211	37	3.47407
lcl|AM181176.4_cds_CAY47648.1_1360	312	150.189	14	7.93153
lcl|AM181176.4_cds_CAY47649.1_1361	1392	1224.21	52	3.6142
lcl|AM181176.4_cds_CAY47650.1_1362	591	423.287	217	43.6205
lcl|AM181176.4_cds_CAY47651.1_1363	1158	990.211	209	17.9591
lcl|AM181176.4_cds_CAY47652.1_1364	2292	2124.21	1873	75.025
lcl|AM181176.4_cds_CAY47653.1_1365	630	462.27	563	103.628
lcl|AM181176.4_cds_CAY47654.1_1366	735	567.211	285	42.7529
lcl|AM181176.4_cds_CAY47655.1_1367	618	450.27	430	81.2571
lcl|AM181176.4_cds_CAY47656.1_1368	1209	1041.21	464	37.918
lcl|AM181176.4_cds_CAY47657.1_1369	900	732.211	177	20.5685
lcl|AM181176.4_cds_CAY47658.1_1370	2565	2397.21	132	4.68526
lcl|AM181176.4_cds_CAY47659.1_1371	969	801.211	159	16.8856
lcl|AM181176.4_cds_CAY47660.1_1372	540	372.397	52	11.8813
lcl|AM181176.4_cds_CAY47661.1_1373	873	705.211	44	5.30884
lcl|AM181176.4_cds_CAY47662.1_1374	783	615.211	34	4.70241
lcl|AM181176.4_cds_CAY47663.1_1375	528	360.427	209	49.3395
lcl|AM181176.4_cds_CAY47664.1_1376	1017	849.211	720	72.1411
lcl|AM181176.4_cds_CAY47665.1_1377	1149	981.211	11279	978.079
lcl|AM181176.4_cds_CAY47666.1_1378	1188	1020.21	1076	89.7404
lcl|AM181176.4_cds_CAY47667.1_1379	675	507.221	201	33.7182
lcl|AM181176.4_cds_CAY47668.1_1380	909	741.211	170	19.5152
lcl|AM181176.4_cds_CAY47669.1_1381	1194	1026.21	77	6.38439
lcl|AM181176.4_cds_CAY47670.1_1382	942	774.211	37	4.06638
lcl|AM181176.4_cds_CAY47671.1_1383	1332	1164.21	53	3.87356
lcl|AM181176.4_cds_CAY47672.1_1384	489	321.63	17	4.49736
lcl|AM181176.4_cds_CAY47673.1_1385	900	732.211	198	23.0088
lcl|AM181176.4_cds_CAY47674.1_1386	411	244.703	50	17.3858
lcl|AM181176.4_cds_CAY47675.1_1387	642	474.26	189	33.9087
lcl|AM181176.4_cds_CAY47676.1_1388	570	402.32	416	87.9807
lcl|AM181176.4_cds_CAY47677.1_1389	426	259.421	117	38.3748
lcl|AM181176.4_cds_CAY47678.1_1390	501	333.545	312	79.5913
lcl|AM181176.4_cds_CAY47679.1_1391	324	161.287	54	28.4879
lcl|AM181176.4_cds_CAY47680.1_1392	411	244.703	152	52.853
lcl|AM181176.4_cds_CAY47681.1_1393	183	47.6284	34	60.7405
lcl|AM181176.4_cds_CAY47682.1_1394	894	726.211	202	23.6676
lcl|AM181176.4_cds_CAY47683.1_1395	1164	996.211	54	4.6122
lcl|AM181176.4_cds_CAY47684.1_1396	1194	1026.21	72	5.96982
lcl|AM181176.4_cds_CAY47685.1_1397	306	144.665	79	46.4654
lcl|AM181176.4_cds_CAY47686.1_1398	525	357.441	244	58.0832
lcl|AM181176.4_cds_CAY47687.1_1399	885	717.211	144	17.0837
lcl|AM181176.4_cds_CAY47688.1_1400	132	22.4325	21	79.6539
lcl|AM181176.4_cds_CAY47689.1_1401	693	525.211	139	22.5189
lcl|AM181176.4_cds_CAY47690.1_1402	213	67.7201	76	95.4909
lcl|AM181176.4_cds_CAY47691.1_1403	1623	1455.21	1164	68.0601
lcl|AM181176.4_cds_CAY47692.1_1404	360	195.29	184	80.1686
lcl|AM181176.4_cds_CAY47693.1_1405	1113	945.211	1302	117.205
lcl|AM181176.4_cds_CAY47694.1_1406	693	525.211	565	91.5336
lcl|AM181176.4_cds_CAY47695.1_1407	1962	1794.21	418	19.823
lcl|AM181176.4_cds_CAY47696.1_1408	2022	1854.21	243	11.151
lcl|AM181176.4_cds_CAY47697.1_1409	2253	2085.21	264	10.7726
lcl|AM181176.4_cds_CAY47698.1_1410	3162	2994.21	318	9.03671
lcl|AM181176.4_cds_CAY47699.1_1411	1029	861.211	265	26.1819
lcl|AM181176.4_cds_CAY47700.1_1412	1515	1347.21	362	22.8633
lcl|AM181176.4_cds_CAY47701.1_1413	537	369.405	158	36.3932
lcl|AM181176.4_cds_CAY47702.1_1414	984	816.211	383	39.9266
lcl|AM181176.4_cds_CAY47703.1_1415	1293	1125.21	804	60.7978
lcl|AM181176.4_cds_CAY47704.1_1416	672	504.221	201	33.9188
lcl|AM181176.4_cds_CAY47705.1_1417	1386	1218.21	282	19.6966
lcl|AM181176.4_cds_CAY47706.1_1418	822	654.211	508	66.0711
lcl|AM181176.4_cds_CAY47707.1_1419	942	774.211	998	109.682
lcl|AM181176.4_cds_CAY47708.1_1420	255	100.513	236	199.782
lcl|AM181176.4_cds_CAY47709.1_1421	447	280.092	97	29.4671
lcl|AM181176.4_cds_1422	192	53.429	16	25.4805
lcl|AM181176.4_cds_CAY47711.1_1423	1443	1275.21	220	14.6793
lcl|AM181176.4_cds_CAY47712.1_1424	423	256.468	105	34.8355
lcl|AM181176.4_cds_CAY47713.1_1425	768	600.211	105	14.8851
lcl|AM181176.4_cds_CAY47714.1_1426	180	45.7532	27	50.2121
lcl|AM181176.4_cds_CAY47715.1_1427	291	131.185	55	35.6732
lcl|AM181176.4_cds_CAY47716.1_1428	537	369.405	108	24.8764
lcl|AM181176.4_cds_CAY47717.1_1429	1044	876.211	107	10.3906
lcl|AM181176.4_cds_CAY47718.1_1430	1605	1437.21	1398	82.7661
lcl|AM181176.4_cds_CAY47719.1_1431	582	414.312	2424	497.819
lcl|AM181176.4_cds_CAY47720.1_1432	588	420.295	4257	861.817
lcl|AM181176.4_cds_CAY47721.1_1433	963	795.211	1402	150.014
lcl|AM181176.4_cds_CAY47722.1_1434	1437	1269.21	3155	211.51
lcl|AM181176.4_cds_CAY47723.1_1435	1434	1266.21	1067	71.7008
lcl|AM181176.4_cds_CAY47724.1_1436	240	88.3624	98	94.3679
lcl|AM181176.4_cds_CAY47725.1_1437	1071	903.211	365	34.385
lcl|AM181176.4_cds_CAY47726.1_1438	474	306.769	596	165.311
lcl|AM181176.4_cds_CAY47727.1_1439	561	393.351	1111	240.325
lcl|AM181176.4_cds_CAY47728.1_1440	879	711.211	3325	397.795
lcl|AM181176.4_cds_CAY47729.1_1441	1116	948.211	4110	368.81
lcl|AM181176.4_cds_CAY47730.1_1442	759	591.211	1382	198.898
lcl|AM181176.4_cds_CAY47731.1_1443	714	546.211	2836	441.786
lcl|AM181176.4_cds_CAY47732.1_1444	252	98.0423	64	55.5433
lcl|AM181176.4_cds_CAY47733.1_1445	1290	1122.21	233	17.6664
lcl|AM181176.4_cds_CAY47734.1_1446	1227	1059.21	52	4.17721
lcl|AM181176.4_cds_CAY47735.1_1447	255	100.513	59	49.9454
lcl|AM181176.4_cds_CAY47736.1_1448	1626	1458.21	98	5.71836
lcl|AM181176.4_cds_CAY47737.1_1449	339	175.322	22	10.6771
lcl|AM181176.4_cds_CAY47738.1_1450	903	735.211	219	25.3453
lcl|AM181176.4_cds_CAY47739.1_1451	759	591.211	135	19.4293
lcl|AM181176.4_cds_CAY47740.1_1452	1305	1137.21	354	26.4867
lcl|AM181176.4_cds_CAY47741.1_1453	723	555.211	203	31.1103
lcl|AM181176.4_cds_CAY47742.1_1454	789	621.211	143	19.5868
lcl|AM181176.4_cds_CAY47743.1_1455	933	765.211	111	12.3426
lcl|AM181176.4_cds_CAY47744.1_1456	879	711.211	51	6.10151
lcl|AM181176.4_cds_1457	1359	1191.21	47	3.35718
lcl|AM181176.4_cds_CAY47746.1_1458	1371	1203.21	38	2.68725
lcl|AM181176.4_cds_CAY47747.1_1459	924	756.211	657	73.9244
lcl|AM181176.4_cds_CAY47748.1_1460	363	198.159	300	128.817
lcl|AM181176.4_cds_CAY47749.1_1461	936	768.211	431	47.7378
lcl|AM181176.4_cds_CAY47750.1_1462	1209	1041.21	43	3.51395
lcl|AM181176.4_cds_CAY47751.1_1463	1443	1275.21	31	2.06845
lcl|AM181176.4_cds_CAY47752.1_1464	1626	1458.21	30	1.75052
lcl|AM181176.4_cds_CAY47753.1_1465	873	705.211	212	25.5789
lcl|AM181176.4_cds_CAY47754.1_1466	615	447.27	73	13.8873
lcl|AM181176.4_cds_CAY47755.1_1467	867	699.211	33	4.01579
lcl|AM181176.4_cds_CAY47756.1_1468	906	738.211	118	13.6009
lcl|AM181176.4_cds_CAY47757.1_1469	177	44.0819	34	65.6272
lcl|AM181176.4_cds_CAY47758.1_1470	879	711.211	400	47.855
lcl|AM181176.4_cds_CAY47759.1_1471	1194	1026.21	41	3.39948
lcl|AM181176.4_cds_CAY47760.1_1472	1536	1368.21	341	21.2064
lcl|AM181176.4_cds_CAY47761.1_1473	909	741.211	302	34.6682
lcl|AM181176.4_cds_CAY47762.1_1474	792	624.211	429	58.4779
lcl|AM181176.4_cds_CAY47763.1_1475	1371	1203.21	20	1.41434
lcl|AM181176.4_cds_CAY47764.1_1476	600	432.27	48	9.44827
lcl|AM181176.4_cds_CAY47765.1_1477	1134	966.211	915	80.5777
lcl|AM181176.4_cds_CAY47766.1_1478	294	133.836	331	210.437
lcl|AM181176.4_cds_CAY47767.1_1479	933	765.211	533	59.2668
lcl|AM181176.4_cds_CAY47768.1_1480	585	417.303	621	126.621
lcl|AM181176.4_cds_CAY47769.1_1481	450	283.041	251	75.4554
lcl|AM181176.4_cds_CAY47770.1_1482	1221	1053.21	565	45.6456
lcl|AM181176.4_cds_CAY47771.1_1483	351	186.687	232	105.74
lcl|AM181176.4_cds_CAY47772.1_1484	468	300.835	307	86.8311
lcl|AM181176.4_cds_CAY47773.1_1485	378	212.597	521	208.52
lcl|AM181176.4_cds_CAY47774.1_1486	930	762.211	87	9.71202
lcl|AM181176.4_cds_CAY47775.1_1487	687	519.211	154	25.2373
lcl|AM181176.4_cds_CAY47776.1_1488	324	161.287	85	44.842
lcl|AM181176.4_cds_CAY47777.1_1489	474	306.769	250	69.3417
lcl|AM181176.4_cds_CAY47778.1_1490	2043	1875.21	1482	67.2456
lcl|AM181176.4_cds_CAY47779.1_1491	462	294.901	431	124.356
lcl|AM181176.4_cds_CAY47780.1_1492	777	609.211	349	48.7442
lcl|AM181176.4_cds_CAY47781.1_1493	543	375.397	183	41.4787
lcl|AM181176.4_cds_CAY47782.1_1494	924	756.211	509	57.2718
lcl|AM181176.4_cds_CAY47783.1_1495	741	573.211	3763	558.58
lcl|AM181176.4_cds_CAY47784.1_1496	705	537.211	2278	360.807
lcl|AM181176.4_cds_CAY47785.1_1497	909	741.211	1455	167.027
lcl|AM181176.4_cds_CAY47786.1_1498	1179	1011.21	547	46.0268
lcl|AM181176.4_cds_CAY47787.1_1499	846	678.211	426	53.4454
lcl|AM181176.4_cds_CAY47788.1_1500	1077	909.211	120	11.2301
lcl|AM181176.4_cds_CAY47789.1_1501	975	807.211	656	69.1484
lcl|AM181176.4_cds_CAY47790.1_1502	939	771.211	2281	251.662
lcl|AM181176.4_cds_CAY47791.1_1503	2742	2574.21	1572	51.9606
lcl|AM181176.4_cds_CAY47792.1_1504	1077	909.211	607	56.8054
lcl|AM181176.4_cds_CAY47793.1_1505	252	98.0423	148	128.444
lcl|AM181176.4_cds_CAY47794.1_1506	1395	1227.21	470	32.587
lcl|AM181176.4_cds_CAY47795.1_1507	1143	975.211	355	30.9739
lcl|AM181176.4_cds_CAY47796.1_1508	189	51.5227	462	762.973
lcl|AM181176.4_cds_CAY47797.1_1509	1791	1623.21	373	19.5524
lcl|AM181176.4_cds_CAY47798.1_1510	1929	1761.21	1587	76.671
lcl|AM181176.4_cds_CAY47799.1_1511	1920	1752.21	2320	112.659
lcl|AM181176.4_cds_CAY47800.1_1512	441	274.213	1057	327.984
lcl|AM181176.4_cds_CAY47801.1_1513	438	271.241	34	10.6657
lcl|AM181176.4_cds_CAY47802.1_1514	2148	1980.21	2359	101.364
lcl|AM181176.4_cds_CAY47803.1_1515	1176	1008.21	1039	87.6859
lcl|AM181176.4_cds_CAY47804.1_1516	237	85.8942	156	154.535
lcl|AM181176.4_cds_CAY47805.1_1517	2622	2454.21	6371	220.883
lcl|AM181176.4_cds_CAY47806.1_1518	522	354.462	310	74.4144
lcl|AM181176.4_cds_CAY47807.1_1519	471	303.787	605	169.454
lcl|AM181176.4_cds_CAY47808.1_1520	474	306.769	407	112.888
lcl|AM181176.4_cds_CAY47809.1_1521	609	441.27	964	185.883
lcl|AM181176.4_cds_CAY47810.1_1522	708	540.211	828	130.417
lcl|AM181176.4_cds_CAY47811.1_1523	1011	843.211	524	52.8763
lcl|AM181176.4_cds_CAY47812.1_1524	2694	2526.21	1376	46.3462
lcl|AM181176.4_cds_CAY47813.1_1525	567	399.32	438	93.3295
lcl|AM181176.4_cds_CAY47814.1_1526	3450	3282.21	3497	90.6556
lcl|AM181176.4_cds_CAY47815.1_1527	1464	1296.21	6007	394.319
lcl|AM181176.4_cds_CAY47816.1_1528	534	366.412	46	10.682
lcl|AM181176.4_cds_CAY47817.1_1529	1395	1227.21	2943	204.05
lcl|AM181176.4_cds_CAY47818.1_1530	723	555.211	318	48.7343
lcl|AM181176.4_cds_CAY47819.1_1531	585	417.303	290	59.1305
lcl|AM181176.4_cds_CAY47820.1_1532	1251	1083.21	855	67.1612
lcl|AM181176.4_cds_CAY47821.1_1533	684	516.211	438	72.1959
lcl|AM181176.4_cds_CAY47822.1_1534	1245	1077.21	442	34.913
lcl|AM181176.4_cds_CAY47823.1_1535	1347	1179.21	88	6.34975
lcl|AM181176.4_cds_CAY47824.1_1536	681	513.211	58	9.61607
lcl|AM181176.4_cds_CAY47825.1_1537	549	381.382	60	13.3862
lcl|AM181176.4_cds_CAY47826.1_1538	831	663.211	903	115.852
lcl|AM181176.4_cds_CAY47827.1_1539	267	110.565	633	487.138
lcl|AM181176.4_cds_CAY47828.1_1540	609	441.27	47	9.06274
lcl|AM181176.4_cds_CAY47829.1_1541	690	522.211	1648	268.52
lcl|AM181176.4_cds_CAY47830.1_1542	297	136.496	216	134.647
lcl|AM181176.4_cds_CAY47831.1_1543	1182	1014.21	1727	144.887
lcl|AM181176.4_cds_CAY47832.1_1544	483	315.694	695	187.32
lcl|AM181176.4_cds_CAY47833.1_1545	927	759.211	2016	225.94
lcl|AM181176.4_cds_CAY47834.1_1546	1011	843.211	544	54.8944
lcl|AM181176.4_cds_CAY47835.1_1547	1152	984.211	460	39.7681
lcl|AM181176.4_cds_CAY47836.1_1548	897	729.211	87	10.1515
lcl|AM181176.4_cds_CAY47837.1_1549	879	711.211	26	3.11057
lcl|AM181176.4_cds_CAY47838.1_1550	1758	1590.21	31	1.65872
lcl|AM181176.4_cds_CAY47839.1_1551	1053	885.211	34	3.26812
lcl|AM181176.4_cds_CAY47840.1_1552	987	819.211	46	4.7778
lcl|AM181176.4_cds_CAY47841.1_1553	534	366.412	44	10.2176
lcl|AM181176.4_cds_CAY47842.1_1554	681	513.211	38	6.30019
lcl|AM181176.4_cds_CAY47843.1_1555	519	351.47	24	5.81017
lcl|AM181176.4_cds_CAY47844.1_1556	291	131.185	32	20.7553
lcl|AM181176.4_cds_CAY47845.1_1557	1383	1215.21	663	46.4224
lcl|AM181176.4_cds_CAY47846.1_1558	249	95.6078	72	64.0774
lcl|AM181176.4_cds_CAY47847.1_1559	1056	888.211	505	48.3772
lcl|AM181176.4_cds_1560	309	147.452	93	53.666
lcl|AM181176.4_cds_1561	492	324.604	96.4136	25.2726
lcl|AM181176.4_cds_CAY47850.1_1562	225	76.5532	24	26.6755
lcl|AM181176.4_cds_CAY47851.1_1563	657	489.231	411	71.4815
lcl|AM181176.4_cds_CAY47852.1_1564	1188	1020.21	376	31.3591
lcl|AM181176.4_cds_CAY47853.1_1565	2823	2655.21	47	1.50614
lcl|AM181176.4_cds_CAY47854.1_1566	1200	1032.21	6	0.494594
lcl|AM181176.4_cds_CAY47855.1_1567	2970	2802.21	170	5.16195
lcl|AM181176.4_cds_CAY47856.1_1568	648	480.26	27	4.78358
lcl|AM181176.4_cds_CAY47857.1_1569	495	327.591	10	2.59737
lcl|AM181176.4_cds_CAY47858.1_1570	468	300.835	13	3.67689
lcl|AM181176.4_cds_CAY47859.1_1571	906	738.211	19	2.18997
lcl|AM181176.4_cds_CAY47860.1_1572	2577	2409.21	52	1.83651
lcl|AM181176.4_cds_CAY47861.1_1573	699	531.211	20	3.20353
lcl|AM181176.4_cds_CAY47862.1_1574	573	405.32	97	20.3629
lcl|AM181176.4_cds_CAY47863.1_1575	1647	1479.21	3814	219.39
lcl|AM181176.4_cds_CAY47864.1_1576	666	498.221	47	8.02678
lcl|AM181176.4_cds_CAY47865.1_1577	897	729.211	78	9.10138
lcl|AM181176.4_cds_CAY47866.1_1578	360	195.29	687	299.325
lcl|AM181176.4_cds_CAY47867.1_1579	375	209.695	489	198.421
lcl|AM181176.4_cds_CAY47868.1_1580	243	90.7732	137	128.419
lcl|AM181176.4_cds_CAY47869.1_1581	1374	1206.21	2121	149.618
lcl|AM181176.4_cds_CAY47870.1_1582	825	657.211	75	9.71006
lcl|AM181176.4_cds_CAY47871.1_1583	1194	1026.21	4157	344.674
lcl|AM181176.4_cds_CAY47872.1_1584	1260	1092.21	343	26.721
lcl|AM181176.4_cds_CAY47873.1_1585	906	738.211	314	36.1922
lcl|AM181176.4_cds_CAY47874.1_1586	1170	1002.21	62	5.26379
lcl|AM181176.4_cds_CAY47875.1_1587	915	747.211	165	18.7891
lcl|AM181176.4_cds_CAY47876.1_1588	1185	1017.21	451	37.7252
lcl|AM181176.4_cds_CAY47877.1_1589	834	666.211	42	5.36418
lcl|AM181176.4_cds_CAY47878.1_1590	1503	1335.21	62	3.951
lcl|AM181176.4_cds_CAY47879.1_1591	933	765.211	167	18.5695
lcl|AM181176.4_cds_CAY47880.1_1592	765	597.211	303	43.1698
lcl|AM181176.4_cds_CAY47881.1_1593	888	720.211	569	67.223
lcl|AM181176.4_cds_CAY47882.1_1594	948	780.211	333	36.316
lcl|AM181176.4_cds_CAY47883.1_1595	858	690.211	185	22.8063
lcl|AM181176.4_cds_CAY47884.1_1596	957	789.211	444	47.8691
lcl|AM181176.4_cds_CAY47885.1_1597	972	804.211	380	40.2049
lcl|AM181176.4_cds_CAY47886.1_1598	1515	1347.21	2868	181.138
lcl|AM181176.4_cds_CAY47887.1_1599	741	573.211	1055	156.604
lcl|AM181176.4_cds_CAY47888.1_1600	672	504.221	1235	208.407
lcl|AM181176.4_cds_CAY47889.1_1601	699	531.211	1287	206.147
lcl|AM181176.4_cds_CAY47890.1_1602	1332	1164.21	907	66.289
lcl|AM181176.4_cds_CAY47891.1_1603	1077	909.211	504	47.1663
lcl|AM181176.4_cds_CAY47892.1_1604	2655	2487.21	10104	345.658
lcl|AM181176.4_cds_CAY47893.1_1605	1086	918.211	2243	207.851
lcl|AM181176.4_cds_CAY47894.1_1606	1095	927.211	2009	184.36
lcl|AM181176.4_cds_CAY47895.1_1607	1113	945.211	1600	144.031
lcl|AM181176.4_cds_CAY47896.1_1608	2247	2079.21	2487	101.775
lcl|AM181176.4_cds_CAY47897.1_1609	690	522.211	2491	405.876
lcl|AM181176.4_cds_CAY47898.1_1610	1692	1524.21	62328	3479.4
lcl|AM181176.4_cds_CAY47899.1_1611	285	125.91	159	107.449
lcl|AM181176.4_cds_CAY47900.1_1612	297	136.496	672	418.903
lcl|AM181176.4_cds_CAY47901.1_1613	240	88.3624	417	401.545
lcl|AM181176.4_cds_CAY47902.1_1614	1179	1011.21	373	31.3858
lcl|AM181176.4_cds_CAY47903.1_1615	807	639.211	778	103.562
lcl|AM181176.4_cds_CAY47904.1_1616	1224	1056.21	1682	135.501
lcl|AM181176.4_cds_CAY47905.1_1617	1269	1101.21	560	43.2696
lcl|AM181176.4_cds_CAY47906.1_1618	1035	867.211	1846	181.123
lcl|AM181176.4_cds_CAY47907.1_1619	1128	960.211	1557	137.971
lcl|AM181176.4_cds_CAY47908.1_1620	1131	963.211	1593	140.721
lcl|AM181176.4_cds_CAY47909.1_1621	1218	1050.21	1077	87.2579
lcl|AM181176.4_cds_1622	588	420.295	1115	225.728
lcl|AM181176.4_cds_CAY47911.1_1623	1032	864.211	722	71.0858
lcl|AM181176.4_cds_CAY47912.1_1624	1083	915.211	1286	119.56
lcl|AM181176.4_cds_CAY47913.1_1625	762	594.211	1024	146.631
lcl|AM181176.4_cds_CAY47914.1_1626	666	498.221	693	118.352
lcl|AM181176.4_cds_CAY47915.1_1627	1017	849.211	902	90.3767
lcl|AM181176.4_cds_CAY47916.1_1628	1179	1011.21	1243	104.591
lcl|AM181176.4_cds_CAY47917.1_1629	1995	1827.21	1861	86.6609
lcl|AM181176.4_cds_CAY47918.1_1630	351	186.687	117	53.3259
lcl|AM181176.4_cds_CAY47919.1_1631	579	411.312	215	44.4768
lcl|AM181176.4_cds_CAY47920.1_1632	669	501.221	63	10.6949
lcl|AM181176.4_cds_CAY47921.1_1633	849	681.211	75	9.36797
lcl|AM181176.4_cds_CAY47922.1_1634	168	39.0114	106	231.196
lcl|AM181176.4_cds_CAY47923.1_1635	1365	1197.21	40	2.84286
lcl|AM181176.4_cds_CAY47924.1_1636	1695	1527.21	113	6.29571
lcl|AM181176.4_cds_CAY47925.1_1637	2052	1884.21	60	2.70949
lcl|AM181176.4_cds_CAY47926.1_1638	552	384.382	30	6.64085
lcl|AM181176.4_cds_CAY47927.1_1639	2652	2484.21	194	6.64475
lcl|AM181176.4_cds_CAY47928.1_1640	699	531.211	111	17.7796
lcl|AM181176.4_cds_CAY47929.1_1641	1038	870.211	191	18.6756
lcl|AM181176.4_cds_CAY47930.1_1642	279	120.738	249	175.478
lcl|AM181176.4_cds_CAY47931.1_1643	762	594.211	459	65.7261
lcl|AM181176.4_cds_CAY47932.1_1644	798	630.211	128	17.2818
lcl|AM181176.4_cds_CAY47933.1_1645	363	198.159	26	11.1642
lcl|AM181176.4_cds_CAY47934.1_1646	4719	4551.21	86.4141	1.61556
lcl|AM181176.4_cds_CAY47935.1_1647	1482	1314.21	4301	278.465
lcl|AM181176.4_cds_CAY47936.1_1648	807	639.211	350	46.5897
lcl|AM181176.4_cds_CAY47937.1_1649	1422	1254.21	424	28.7648
lcl|AM181176.4_cds_CAY47938.1_1650	435	268.289	142	45.035
lcl|AM181176.4_cds_CAY47939.1_1651	390	224.254	1086	412.055
lcl|AM181176.4_cds_CAY47940.1_1652	1731	1563.21	359	19.5408
lcl|AM181176.4_cds_CAY47941.1_1653	726	558.211	78	11.8895
lcl|AM181176.4_cds_CAY47942.1_1654	927	759.211	54	6.05197
lcl|AM181176.4_cds_CAY47943.1_1655	987	819.211	139	14.4373
lcl|AM181176.4_cds_CAY47944.1_1656	474	306.769	188	52.145
lcl|AM181176.4_cds_CAY47945.1_1657	2511	2343.21	835	30.3208
lcl|AM181176.4_cds_CAY47946.1_1658	684	516.211	380	62.6357
lcl|AM181176.4_cds_CAY47947.1_1659	606	438.27	378	73.3865
lcl|AM181176.4_cds_CAY47948.1_1660	306	144.665	204	119.987
lcl|AM181176.4_cds_CAY47949.1_1661	966	798.211	943	100.522
lcl|AM181176.4_cds_CAY47950.1_1662	252	98.0423	13264	11511.4
lcl|AM181176.4_cds_CAY47951.1_1663	348	183.848	464	214.746
lcl|AM181176.4_cds_CAY47952.1_1664	1098	930.211	2551	233.343
lcl|AM181176.4_cds_CAY47953.1_1665	435	268.289	161	51.0609
lcl|AM181176.4_cds_CAY47954.1_1666	387	221.339	102	39.2109
lcl|AM181176.4_cds_CAY47955.1_1667	963	795.211	296	31.672
lcl|AM181176.4_cds_CAY47956.1_1668	906	738.211	181	20.8624
lcl|AM181176.4_cds_CAY47957.1_1669	501	333.545	69	17.6019
